symbol,hgnc_id,num_unique_missense,num_unique_missense_vus
CYB5R3,HGNC:2873,7,1
CYP3A4,HGNC:2637,2,1
CYP4F2,HGNC:2645,2,1
CYSLTR2,HGNC:18274,8,1
DDB1,HGNC:2717,1,1
DDX23,HGNC:17347,1,1
DDX59,HGNC:25360,12,1
DECR1,HGNC:2753,3,1
DENND1C,HGNC:26225,1,1
DENND2B,HGNC:11350,3,1
DGCR6,HGNC:2846,1,1
DGKE,HGNC:2852,7,1
DGKZ,HGNC:2857,2,1
DHPS,HGNC:2869,3,1
DHX37,HGNC:17210,7,1
DIS3,HGNC:20604,2,1
DLG4,HGNC:2903,6,1
DLG5,HGNC:2904,8,1
DMGDH,HGNC:24475,7,1
DMXL2,HGNC:2938,20,1
DNAAF6,HGNC:28570,2,1
DNAH10,HGNC:2941,44,1
DNAH14,HGNC:2945,15,1
DNAH2,HGNC:2948,17,1
DNAH6,HGNC:2951,15,1
DNAH9,HGNC:2953,21,1
DNAJC12,HGNC:28908,4,1
DNAJC3,HGNC:9439,2,1
DNASE1,HGNC:2956,1,1
DNASE2,HGNC:2960,1,1
DOCK1,HGNC:2987,2,1
DOK1,HGNC:2990,1,1
DPH1,HGNC:3003,7,1
DPH2,HGNC:3004,1,1
DRD4,HGNC:3025,2,1
DROSHA,HGNC:17904,5,1
DSCAM,HGNC:3039,4,1
DSEL,HGNC:18144,3,1
DSG1,HGNC:3048,18,1
DTNBP1,HGNC:17328,7,1
DVL3,HGNC:3087,12,1
DYRK1B,HGNC:3092,4,1
ECI1,HGNC:2703,2,1
EDA2R,HGNC:17756,3,1
EFHC2,HGNC:26233,3,1
EGR3,HGNC:3240,1,1
EIF2AK1,HGNC:24921,3,1
EIF2S3,HGNC:3267,5,1
ELP2,HGNC:18248,18,1
EMILIN1,HGNC:19880,3,1
EMP2,HGNC:3334,1,1
ENPP2,HGNC:3357,3,1
ENTPD7,HGNC:19745,1,1
EOMES,HGNC:3372,9,1
EPB41,HGNC:3377,3,1
EPB41L4A,HGNC:13278,5,1
EPHA5,HGNC:3389,3,1
EPHX1,HGNC:3401,4,1
ERBB3,HGNC:3431,8,1
ERCC6L,HGNC:20794,3,1
ERCC6L2,HGNC:26922,7,1
ETS1,HGNC:3488,2,1
EVI5,HGNC:3501,4,1
EXOC6B,HGNC:17085,4,1
EXOSC8,HGNC:17035,3,1
F2RL2,HGNC:3539,1,1
FAM111A,HGNC:24725,14,1
FAM205A,HGNC:41911,9,1
FAM47A,HGNC:29962,3,1
FAM83H,HGNC:24797,12,1
FAN1,HGNC:29170,16,1
FBN3,HGNC:18794,38,1
FBXL6,HGNC:13603,1,1
FBXO28,HGNC:29046,1,1
FBXO31,HGNC:16510,2,1
FBXW11,HGNC:13607,1,1
FBXW7,HGNC:16712,1,1
FCGR3A,HGNC:3619,5,1
FCN1,HGNC:3623,1,1
FCN3,HGNC:3625,1,1
FGF12,HGNC:3668,4,1
FHOD3,HGNC:26178,4,1
FIBP,HGNC:3705,3,1
FIGNL1,HGNC:13286,1,1
FIZ1,HGNC:25917,1,1
FKBP6,HGNC:3722,1,1
FMNL2,HGNC:18267,4,1
FNDC8,HGNC:25286,1,1
FOXA2,HGNC:5022,2,1
FOXE1,HGNC:3806,5,1
FOXF1,HGNC:3809,9,1
FOXL1,HGNC:3817,1,1
FREM3,HGNC:25172,2,1
FRYL,HGNC:29127,4,1
FTH1,HGNC:3976,1,1
FYB1,HGNC:4036,3,1
FZD6,HGNC:4044,2,1
GABRA2,HGNC:4076,2,1
GABRB1,HGNC:4081,4,1
GABRP,HGNC:4089,3,1
GABRQ,HGNC:14454,2,1
GAS2L2,HGNC:24846,1,1
GATC,HGNC:25068,1,1
GCGR,HGNC:4192,3,1
GIGYF2,HGNC:11960,5,1
GK,HGNC:4289,3,1
GNAI1,HGNC:4384,2,1
GNB5,HGNC:4401,6,1
GON4L,HGNC:25973,1,1
GPAA1,HGNC:4446,10,1
GPC4,HGNC:4452,1,1
GPD1,HGNC:4455,7,1
GPIHBP1,HGNC:24945,4,1
GPR15,HGNC:4469,2,1
GPS1,HGNC:4549,1,1
GRB14,HGNC:4565,1,1
GRIA2,HGNC:4572,2,1
GRK1,HGNC:10013,3,1
GRM5,HGNC:4597,4,1
GRXCR2,HGNC:33862,4,1
GSPT2,HGNC:4622,2,1
GTF2I,HGNC:4659,1,1
GTF2IRD2,HGNC:30775,1,1
GUCY2F,HGNC:4691,5,1
HCN3,HGNC:19183,1,1
HDAC2,HGNC:4853,1,1
HDAC9,HGNC:14065,4,1
HES7,HGNC:15977,3,1
HFM1,HGNC:20193,5,1
HIC2,HGNC:18595,1,1
HIF1A,HGNC:4910,4,1
HMGB3,HGNC:5004,1,1
HNRNPA1,HGNC:5031,4,1
HNRNPCL1,HGNC:29295,1,1
HOPX,HGNC:24961,3,1
HOXA11,HGNC:5101,1,1
HPSE2,HGNC:18374,7,1
HSPB2,HGNC:5247,2,1
IARS1,HGNC:5330,14,1
ICAM1,HGNC:5344,4,1
IFNG,HGNC:5438,1,1
IGBP1,HGNC:5461,4,1
IGSF3,HGNC:5950,4,1
IKBKG,HGNC:5961,17,1
IL17RD,HGNC:17616,10,1
IL4R,HGNC:6015,6,1
IL6ST,HGNC:6021,2,1
INSL3,HGNC:6086,1,1
INSL6,HGNC:6089,2,1
IRF4,HGNC:6119,2,1
IRX5,HGNC:14361,5,1
ISCA2,HGNC:19857,4,1
ITFG2,HGNC:30879,1,1
ITGA3,HGNC:6139,11,1
ITGB5,HGNC:6160,1,1
ITGB6,HGNC:6161,8,1
ITPK1,HGNC:6177,1,1
ITSN2,HGNC:6184,1,1
JAK2,HGNC:6192,11,1
KCNA3,HGNC:6221,1,1
KCNJ6,HGNC:6267,1,1
KCNN2,HGNC:6291,4,1
KCNN3,HGNC:6292,5,1
KCTD3,HGNC:21305,2,1
KDM1A,HGNC:29079,4,1
KDM3A,HGNC:20815,1,1
KDM3B,HGNC:1337,7,1
KIDINS220,HGNC:29508,11,1
KIF21B,HGNC:29442,1,1
KLB,HGNC:15527,7,1
KLHL15,HGNC:29347,1,1
KLHL24,HGNC:25947,3,1
KLKB1,HGNC:6371,6,1
KLLN,HGNC:37212,2,1
KRT16,HGNC:6423,26,1
KRT6A,HGNC:6443,20,1
KRT81,HGNC:6458,1,1
KRT85,HGNC:6462,3,1
LAMC1,HGNC:6492,4,1
LAMTOR2,HGNC:29796,1,1
LIG1,HGNC:6598,6,1
LNPK,HGNC:21610,1,1
LPCAT1,HGNC:25718,1,1
LRP6,HGNC:6698,6,1
LRRC14B,HGNC:37268,1,1
LRRC4,HGNC:15586,2,1
LRRTM4,HGNC:19411,1,1
LYRM4,HGNC:21365,2,1
MADD,HGNC:6766,6,1
MAP1A,HGNC:6835,3,1
MAP2,HGNC:6839,2,1
MAP2K3,HGNC:6843,15,1
MAP3K15,HGNC:31689,4,1
MARCKS,HGNC:6759,4,1
MARK2,HGNC:3332,1,1
MBD4,HGNC:6919,1,1
MDGA1,HGNC:19267,2,1
MED12L,HGNC:16050,2,1
MED20,HGNC:16840,1,1
MEOX1,HGNC:7013,5,1
METTL1,HGNC:7030,1,1
METTL5,HGNC:25006,1,1
MFSD2A,HGNC:25897,3,1
MICU1,HGNC:1530,5,1
MKRN3,HGNC:7114,8,1
MN1,HGNC:7180,4,1
MOB1A,HGNC:16015,1,1
MOK,HGNC:9833,2,1
MPC1,HGNC:21606,3,1
MPEG1,HGNC:29619,2,1
MPIG6B,HGNC:13937,4,1
MR1,HGNC:4975,2,1
MRPL3,HGNC:10379,4,1
MRPL44,HGNC:16650,4,1
MRRF,HGNC:7234,1,1
MSL2,HGNC:25544,1,1
MSMO1,HGNC:10545,6,1
MSN,HGNC:7373,3,1
MSR1,HGNC:7376,2,1
MST1,HGNC:7380,2,1
MTHFD1,HGNC:7432,11,1
MTIF2,HGNC:7441,2,1
MUC4,HGNC:7514,9,1
MVD,HGNC:7529,1,1
MYO7B,HGNC:7607,4,1
MYO9A,HGNC:7608,21,1
MYOD1,HGNC:7611,4,1
NAA15,HGNC:30782,5,1
NACC1,HGNC:20967,8,1
NANS,HGNC:19237,4,1
NAP1L2,HGNC:7638,1,1
NAV1,HGNC:15989,4,1
NAV2,HGNC:15997,2,1
NBPF1,HGNC:26088,1,1
NDUFA8,HGNC:7692,1,1
NDUFB9,HGNC:7704,7,1
NEIL2,HGNC:18956,4,1
NEK9,HGNC:18591,8,1
NEMF,HGNC:10663,4,1
NFE2L2,HGNC:7782,7,1
NKX6-2,HGNC:19321,3,1
NLGN2,HGNC:14290,1,1
NLGN4Y,HGNC:15529,1,1
NNT,HGNC:7863,6,1
NOP56,HGNC:15911,4,1
NPC1L1,HGNC:7898,7,1
NPL,HGNC:16781,1,1
NR1H2,HGNC:7965,1,1
NRP2,HGNC:8005,9,1
NRXN3,HGNC:8010,2,1
NSMCE2,HGNC:26513,2,1
NTF4,HGNC:8024,2,1
NUP155,HGNC:8063,1,1
NUP214,HGNC:8064,8,1
OLIG2,HGNC:9398,1,1
OPN1LW,HGNC:9936,3,1
OR12D2,HGNC:8178,1,1
OS9,HGNC:16994,2,1
OSMR,HGNC:8507,15,1
OTUD6B,HGNC:24281,6,1
P4HA2,HGNC:8547,3,1
PAX7,HGNC:8621,1,1
PCDH11X,HGNC:8656,4,1
PCYT2,HGNC:8756,1,1
PDGFB,HGNC:8800,9,1
PDZD2,HGNC:18486,8,1
PER3,HGNC:8847,14,1
PFN1,HGNC:8881,2,1
PGRMC2,HGNC:16089,1,1
PI3,HGNC:8947,1,1
PI4KA,HGNC:8983,6,1
PIBF1,HGNC:23352,10,1
PIGB,HGNC:8959,2,1
PKM,HGNC:9021,1,1
PLAA,HGNC:9043,2,1
PLD2,HGNC:9068,6,1
PLEKHA5,HGNC:30036,1,1
PLEKHG2,HGNC:29515,22,1
PLIN1,HGNC:9076,10,1
PLXNB3,HGNC:9105,11,1
PMPCA,HGNC:18667,5,1
PNLIP,HGNC:9155,1,1
PNPLA4,HGNC:24887,2,1
POLR1D,HGNC:20422,3,1
POLR2C,HGNC:9189,1,1
POMP,HGNC:20330,2,1
PON2,HGNC:9205,5,1
PON3,HGNC:9206,6,1
POU3F3,HGNC:9216,4,1
PPIL1,HGNC:9260,1,1
PPM1D,HGNC:9277,23,1
PPP1R1A,HGNC:9286,1,1
PPP3CA,HGNC:9314,7,1
PPT2,HGNC:9326,1,1
PRDM1,HGNC:9346,4,1
PRELP,HGNC:9357,1,1
PRKACG,HGNC:9382,1,1
PRKCZ,HGNC:9412,2,1
PRMT9,HGNC:25099,1,1
PRR12,HGNC:29217,12,1
PRRX1,HGNC:9142,3,1
PRUNE1,HGNC:13420,8,1
PSMC3IP,HGNC:17928,3,1
PSMD12,HGNC:9557,4,1
PTCD1,HGNC:22198,3,1
PTHLH,HGNC:9607,2,1
PTPN22,HGNC:9652,7,1
PTPRT,HGNC:9682,8,1
PTX3,HGNC:9692,4,1
PUF60,HGNC:17042,18,1
PUS7,HGNC:26033,2,1
PYCR2,HGNC:30262,6,1
PYROXD1,HGNC:26162,4,1
QRICH1,HGNC:24713,5,1
RAD54L,HGNC:9826,3,1
RALGAPA1,HGNC:17770,2,1
RALGDS,HGNC:9842,5,1
RBFOX2,HGNC:9906,2,1
RBP1,HGNC:9919,2,1
RDH13,HGNC:19978,2,1
RFWD3,HGNC:25539,3,1
RGS2,HGNC:9998,2,1
RHOA,HGNC:667,1,1
RIMS2,HGNC:17283,8,1
RIPK3,HGNC:10021,1,1
RNF113A,HGNC:12974,4,1
RNPC3,HGNC:18666,1,1
RORA,HGNC:10258,5,1
RORB,HGNC:10259,3,1
RPH3A,HGNC:17056,3,1
RPL15,HGNC:10306,2,1
RPS17,HGNC:10397,1,1
RPS26,HGNC:10414,5,1
RPSA,HGNC:6502,1,1
RUBCN,HGNC:28991,14,1
RUSC2,HGNC:23625,3,1
SAFB,HGNC:10520,1,1
SAR1B,HGNC:10535,3,1
SARS1,HGNC:10537,3,1
SASH3,HGNC:15975,2,1
SBDS,HGNC:19440,13,1
SCYL1,HGNC:14372,14,1
SDR9C7,HGNC:29958,8,1
SEC24D,HGNC:10706,18,1
SEC61A1,HGNC:18276,1,1
SEMA4D,HGNC:10732,2,1
SEMA6D,HGNC:16770,1,1
SENP6,HGNC:20944,1,1
SERPINA7,HGNC:11583,5,1
SERPIND1,HGNC:4838,5,1
SESN3,HGNC:23060,1,1
SF3B4,HGNC:10771,12,1
SFRP1,HGNC:10776,1,1
SFXN4,HGNC:16088,3,1
SHBG,HGNC:10839,4,1
SHFL,HGNC:25649,2,1
SHOX2,HGNC:10854,2,1
SHROOM3,HGNC:30422,14,1
SIAE,HGNC:18187,4,1
SIRT1,HGNC:14929,3,1
SLC11A1,HGNC:10907,4,1
SLC12A2,HGNC:10911,4,1
SLC16A12,HGNC:23094,2,1
SLC17A9,HGNC:16192,4,1
SLC1A4,HGNC:10942,7,1
SLC22A4,HGNC:10968,1,1
SLC25A26,HGNC:20661,5,1
SLC29A4,HGNC:23097,6,1
SLC36A2,HGNC:18762,10,1
SLC38A5,HGNC:18070,2,1
SLC38A6,HGNC:19863,1,1
SLC38A8,HGNC:32434,12,1
SLC6A13,HGNC:11046,2,1
SLC6A2,HGNC:11048,5,1
SLC7A2,HGNC:11060,1,1
SLC9A3,HGNC:11073,5,1
SLC9A7,HGNC:17123,2,1
SLIT2,HGNC:11086,8,1
SMARCAD1,HGNC:18398,4,1
SMG9,HGNC:25763,3,1
SMO,HGNC:11119,9,1
SMOC2,HGNC:20323,5,1
SMPD4,HGNC:32949,1,1
SMPX,HGNC:11122,2,1
SNRPB,HGNC:11153,2,1
SOCS1,HGNC:19383,2,1
SOX4,HGNC:11200,5,1
SOX7,HGNC:18196,2,1
SPAG17,HGNC:26620,5,1
SPARC,HGNC:11219,3,1
SPATA5L1,HGNC:28762,1,1
SPDL1,HGNC:26010,3,1
SPEN,HGNC:17575,7,1
SPI1,HGNC:11241,1,1
SPNS2,HGNC:26992,3,1
SRPK3,HGNC:11402,2,1
SRSF2,HGNC:10783,1,1
SSBP2,HGNC:15831,1,1
ST14,HGNC:11344,11,1
STK39,HGNC:17717,2,1
STYXL1,HGNC:18165,1,1
STYXL2,HGNC:25034,2,1
SUGP1,HGNC:18643,1,1
SUZ12,HGNC:17101,6,1
SV2A,HGNC:20566,2,1
SYT1,HGNC:11509,3,1
TAF4,HGNC:11537,1,1
TAF6,HGNC:11540,5,1
TAOK1,HGNC:29259,1,1
TARS2,HGNC:30740,7,1
TBC1D1,HGNC:11578,4,1
TBC1D7,HGNC:21066,6,1
TBX2,HGNC:11597,5,1
TDRD12,HGNC:25044,1,1
TENM1,HGNC:8117,6,1
TET2,HGNC:25941,10,1
TEX22,HGNC:40026,1,1
THRA,HGNC:11796,4,1
TIMM50,HGNC:23656,5,1
TIMM8A,HGNC:11817,2,1
TLK2,HGNC:11842,7,1
TM4SF19,HGNC:25167,1,1
TMCO1,HGNC:18188,2,1
TMPRSS15,HGNC:9490,12,1
TMTC3,HGNC:26899,6,1
TMTC4,HGNC:25904,1,1
TNFRSF17,HGNC:11913,3,1
TNFRSF8,HGNC:11923,2,1
TOMM70,HGNC:11985,1,1
TOP2B,HGNC:11990,3,1
TOP3A,HGNC:11992,7,1
TOX2,HGNC:16095,2,1
TPMT,HGNC:12014,7,1
TRAIP,HGNC:30764,4,1
TRAPPC2,HGNC:23068,2,1
TRERF1,HGNC:18273,7,1
TRH,HGNC:12298,4,1
TRMT5,HGNC:23141,12,1
TRPM2,HGNC:12339,23,1
TSHB,HGNC:12372,5,1
TSHZ1,HGNC:10669,1,1
TSPYL2,HGNC:24358,3,1
TTC25,HGNC:25280,2,1
TTC4,HGNC:12394,1,1
TUBB1,HGNC:16257,6,1
TUBB6,HGNC:20776,1,1
TUBG1,HGNC:12417,5,1
TUBGCP5,HGNC:18600,5,1
UBA5,HGNC:23230,8,1
UBAP1,HGNC:12461,1,1
UBAP2L,HGNC:29877,1,1
UBR5,HGNC:16806,1,1
UGT1A9,HGNC:12541,1,1
UGT8,HGNC:12555,4,1
UNC45B,HGNC:14304,7,1
UNC5B,HGNC:12568,1,1
USP27X,HGNC:13486,2,1
USP48,HGNC:18533,1,1
VANGL2,HGNC:15511,3,1
VAV1,HGNC:12657,3,1
VCX3A,HGNC:18159,5,1
VEGFC,HGNC:12682,1,1
WAPL,HGNC:23293,1,1
WDFY3,HGNC:20751,4,1
WNK3,HGNC:14543,5,1
WNT10B,HGNC:12775,8,1
WNT3,HGNC:12782,1,1
WNT4,HGNC:12783,1,1
XK,HGNC:12811,3,1
YAP1,HGNC:16262,6,1
YWHAG,HGNC:12852,4,1
ZBTB18,HGNC:13030,16,1
ZBTB33,HGNC:16682,3,1
ZBTB42,HGNC:32550,3,1
ZCCHC12,HGNC:27273,2,1
ZFAT,HGNC:19899,5,1
ZFHX4,HGNC:30939,12,1
ZGRF1,HGNC:25654,1,1
ZNF292,HGNC:18410,11,1
ZNF592,HGNC:28986,5,1
ZNF644,HGNC:29222,7,1
ZNF687,HGNC:29277,5,1
A1CF,HGNC:24086,1,0
A2M,HGNC:7,3,0
A4GALT,HGNC:18149,2,0
AACS,HGNC:21298,1,0
AAGAB,HGNC:25662,4,0
AAK1,HGNC:19679,1,0
AANAT,HGNC:19,2,0
AAR2,HGNC:15886,1,0
ABCA10,HGNC:30,1,0
ABCA5,HGNC:35,13,0
ABCA7,HGNC:37,20,0
ABCA8,HGNC:38,2,0
ABCB1,HGNC:40,7,0
ABCB10,HGNC:41,1,0
ABCB5,HGNC:46,4,0
ABCB8,HGNC:49,3,0
ABCC1,HGNC:51,2,0
ABCC10,HGNC:52,1,0
ABCC11,HGNC:14639,7,0
ABCC12,HGNC:14640,3,0
ABCC4,HGNC:55,5,0
ABCD3,HGNC:67,1,0
ABCF1,HGNC:70,2,0
ABCG4,HGNC:13884,1,0
ABO,HGNC:79,5,0
ABR,HGNC:81,4,0
ACAA2,HGNC:83,1,0
ACACB,HGNC:85,6,0
ACAT2,HGNC:94,1,0
ACCS,HGNC:23989,2,0
ACE2,HGNC:13557,1,0
ACER1,HGNC:18356,2,0
ACHE,HGNC:108,3,0
ACKR1,HGNC:4035,1,0
ACKR3,HGNC:23692,2,0
ACLY,HGNC:115,1,0
ACOD1,HGNC:33904,2,0
ACOT1,HGNC:33128,4,0
ACOT2,HGNC:18431,1,0
ACOX3,HGNC:121,4,0
ACP1,HGNC:122,1,0
ACP3,HGNC:125,1,0
ACP4,HGNC:14376,1,0
ACP6,HGNC:29609,2,0
ACR,HGNC:126,3,0
ACSBG1,HGNC:29567,1,0
ACSBG2,HGNC:24174,1,0
ACSL3,HGNC:3570,1,0
ACSL5,HGNC:16526,2,0
ACSM1,HGNC:18049,1,0
ACSM2A,HGNC:32017,1,0
ACSM2B,HGNC:30931,1,0
ACSM5,HGNC:26060,1,0
ACSS2,HGNC:15814,2,0
ACTL6B,HGNC:160,2,0
ACTRT1,HGNC:24027,3,0
ACVR1C,HGNC:18123,1,0
ADAM12,HGNC:190,2,0
ADAM15,HGNC:193,1,0
ADAM19,HGNC:197,5,0
ADAM22,HGNC:201,8,0
ADAM23,HGNC:202,4,0
ADAM28,HGNC:206,2,0
ADAM33,HGNC:15478,6,0
ADAM8,HGNC:215,5,0
ADAMDEC1,HGNC:16299,5,0
ADAMTS1,HGNC:217,8,0
ADAMTS12,HGNC:14605,6,0
ADAMTS14,HGNC:14899,1,0
ADAMTS15,HGNC:16305,1,0
ADAMTS16,HGNC:17108,1,0
ADAMTS19,HGNC:17111,3,0
ADAMTS20,HGNC:17178,1,0
ADAMTS3,HGNC:219,5,0
ADAMTS5,HGNC:221,2,0
ADAMTS6,HGNC:222,1,0
ADAMTS7,HGNC:223,4,0
ADAMTS9,HGNC:13202,4,0
ADAMTSL1,HGNC:14632,2,0
ADAMTSL3,HGNC:14633,5,0
ADARB2,HGNC:227,2,0
ADCY6,HGNC:237,4,0
ADCY9,HGNC:240,3,0
ADD1,HGNC:243,1,0
ADD2,HGNC:244,3,0
ADD3,HGNC:245,6,0
ADGRA1,HGNC:13838,1,0
ADGRA2,HGNC:17849,2,0
ADGRB1,HGNC:943,1,0
ADGRB2,HGNC:944,4,0
ADGRE1,HGNC:3336,4,0
ADGRE2,HGNC:3337,10,0
ADGRE5,HGNC:1711,1,0
ADGRF1,HGNC:18990,2,0
ADGRG2,HGNC:4516,8,0
ADGRG5,HGNC:19010,2,0
ADGRG7,HGNC:19241,4,0
ADGRL2,HGNC:18582,1,0
ADH1B,HGNC:250,2,0
ADH1C,HGNC:251,2,0
ADH7,HGNC:256,1,0
ADM,HGNC:259,2,0
ADORA1,HGNC:262,1,0
ADORA2A,HGNC:263,1,0
ADORA2B,HGNC:264,1,0
ADPRHL1,HGNC:21303,1,0
ADRA1A,HGNC:277,1,0
ADRB1,HGNC:285,5,0
ADRB2,HGNC:286,5,0
ADRB3,HGNC:288,1,0
ADRM1,HGNC:15759,2,0
AEBP1,HGNC:303,5,0
AFF1,HGNC:7135,3,0
AFP,HGNC:317,1,0
AGAP6,HGNC:23466,1,0
AGBL2,HGNC:26296,5,0
AGBL3,HGNC:27981,5,0
AGER,HGNC:320,6,0
AGFG1,HGNC:5175,1,0
AGGF1,HGNC:24684,5,0
AGMAT,HGNC:18407,1,0
AGO3,HGNC:18421,1,0
AGXT2,HGNC:14412,3,0
AHRR,HGNC:346,2,0
AHSA1,HGNC:1189,1,0
AHSG,HGNC:349,5,0
AHSP,HGNC:18075,1,0
AIM2,HGNC:357,1,0
AIMP2,HGNC:20609,1,0
AJAP1,HGNC:30801,2,0
AK1,HGNC:361,1,0
AK5,HGNC:365,1,0
AK7,HGNC:20091,3,0
AK9,HGNC:33814,3,0
AKAP1,HGNC:367,6,0
AKAP11,HGNC:369,9,0
AKAP12,HGNC:370,11,0
AKAP13,HGNC:371,5,0
AKAP5,HGNC:375,2,0
AKAP8,HGNC:378,9,0
AKAP8L,HGNC:29857,1,0
AKIP1,HGNC:1170,1,0
AKNA,HGNC:24108,4,0
AKR1A1,HGNC:380,1,0
AKR1B15,HGNC:37281,1,0
AKR1C1,HGNC:384,1,0
AKR1C3,HGNC:386,4,0
AKR1C4,HGNC:387,2,0
AKR1E2,HGNC:23437,3,0
AKR7A2,HGNC:389,1,0
AKR7A3,HGNC:390,1,0
AKTIP,HGNC:16710,1,0
ALAS1,HGNC:396,1,0
ALCAM,HGNC:400,2,0
ALDH16A1,HGNC:28114,2,0
ALDH1A1,HGNC:402,1,0
ALDH1A2,HGNC:15472,1,0
ALDH1L1,HGNC:3978,4,0
ALDH3A1,HGNC:405,3,0
ALDH8A1,HGNC:15471,1,0
ALG10,HGNC:23162,1,0
ALKBH8,HGNC:25189,2,0
ALLC,HGNC:17377,2,0
ALOX12,HGNC:429,3,0
ALOX5,HGNC:435,1,0
ALPG,HGNC:441,5,0
ALPK1,HGNC:20917,4,0
ALPK2,HGNC:20565,1,0
ALPP,HGNC:439,4,0
ALX3,HGNC:449,2,0
AMBN,HGNC:452,6,0
AMHR2,HGNC:465,3,0
AMIGO1,HGNC:20824,1,0
AMMECR1,HGNC:467,2,0
AMMECR1L,HGNC:28658,1,0
AMOT,HGNC:17810,6,0
AMOTL2,HGNC:17812,2,0
AMPH,HGNC:471,5,0
AMTN,HGNC:33188,1,0
AMY1A,HGNC:474,1,0
AMY2A,HGNC:477,1,0
AMZ1,HGNC:22231,6,0
AMZ2,HGNC:28041,1,0
ANAPC1,HGNC:19988,2,0
ANGPT1,HGNC:484,1,0
ANGPT2,HGNC:485,5,0
ANGPT4,HGNC:487,1,0
ANGPTL3,HGNC:491,2,0
ANGPTL4,HGNC:16039,1,0
ANGPTL5,HGNC:19705,2,0
ANKAR,HGNC:26350,8,0
ANKDD1B,HGNC:32525,9,0
ANKHD1,HGNC:24714,1,0
ANKIB1,HGNC:22215,1,0
ANKLE1,HGNC:26812,3,0
ANKMY1,HGNC:20987,2,0
ANKRD17,HGNC:23575,1,0
ANKRD18A,HGNC:23643,6,0
ANKRD2,HGNC:495,2,0
ANKRD31,HGNC:26853,5,0
ANKRD55,HGNC:25681,3,0
ANKRD6,HGNC:17280,2,0
ANKS1A,HGNC:20961,2,0
ANKS1B,HGNC:24600,3,0
ANKS3,HGNC:29422,2,0
ANKZF1,HGNC:25527,6,0
ANO1,HGNC:21625,2,0
ANO2,HGNC:1183,2,0
ANO4,HGNC:23837,1,0
ANO6,HGNC:25240,2,0
ANP32B,HGNC:16677,1,0
ANPEP,HGNC:500,2,0
ANXA10,HGNC:534,2,0
ANXA11,HGNC:535,5,0
ANXA3,HGNC:541,3,0
ANXA5,HGNC:543,1,0
ANXA6,HGNC:544,1,0
ANXA7,HGNC:545,1,0
AOC1,HGNC:80,2,0
AOC2,HGNC:549,1,0
AOC3,HGNC:550,7,0
AOPEP,HGNC:1361,1,0
AOX1,HGNC:553,3,0
AP1S2,HGNC:560,3,0
AP1S3,HGNC:18971,1,0
AP3S1,HGNC:2013,1,0
APBA2,HGNC:579,4,0
APBB1,HGNC:581,2,0
APBB1IP,HGNC:17379,3,0
APC2,HGNC:24036,18,0
APEX1,HGNC:587,3,0
APEX2,HGNC:17889,1,0
APLNR,HGNC:339,2,0
APOA4,HGNC:602,1,0
APOBEC2,HGNC:605,1,0
APOBEC3C,HGNC:17353,1,0
APOBEC3F,HGNC:17356,4,0
APOBEC4,HGNC:32152,3,0
APOBR,HGNC:24087,2,0
APOD,HGNC:612,1,0
APOF,HGNC:615,1,0
APOH,HGNC:616,2,0
APOL1,HGNC:618,10,0
APOL2,HGNC:619,1,0
APOL3,HGNC:14868,7,0
APOL5,HGNC:14869,2,0
APOO,HGNC:28727,1,0
APPL1,HGNC:24035,1,0
AQP5,HGNC:638,2,0
AQP6,HGNC:639,1,0
AQP7,HGNC:640,5,0
ARAF,HGNC:646,1,0
ARAP1,HGNC:16925,2,0
AREG,HGNC:651,1,0
ARFGEF1,HGNC:15772,1,0
ARFGEF3,HGNC:21213,4,0
ARG2,HGNC:664,1,0
ARHGAP1,HGNC:673,3,0
ARHGAP10,HGNC:26099,1,0
ARHGAP11A,HGNC:15783,2,0
ARHGAP18,HGNC:21035,1,0
ARHGAP22,HGNC:30320,2,0
ARHGAP28,HGNC:25509,1,0
ARHGAP32,HGNC:17399,7,0
ARHGAP4,HGNC:674,1,0
ARHGAP45,HGNC:17102,5,0
ARHGAP5,HGNC:675,1,0
ARHGAP6,HGNC:676,6,0
ARHGAP8,HGNC:677,3,0
ARHGEF1,HGNC:681,1,0
ARHGEF10L,HGNC:25540,3,0
ARHGEF12,HGNC:14193,3,0
ARHGEF16,HGNC:15515,1,0
ARHGEF17,HGNC:21726,1,0
ARHGEF19,HGNC:26604,1,0
ARHGEF28,HGNC:30322,8,0
ARHGEF4,HGNC:684,1,0
ARHGEF40,HGNC:25516,2,0
ARHGEF7,HGNC:15607,3,0
ARID3A,HGNC:3031,1,0
ARID4B,HGNC:15550,1,0
ARIH1,HGNC:689,1,0
ARL14EP,HGNC:26798,1,0
ARL6IP6,HGNC:24048,1,0
ARMC5,HGNC:25781,12,0
ARMCX4,HGNC:28615,1,0
ARMH1,HGNC:34345,1,0
ARNT,HGNC:700,1,0
ARNTL2,HGNC:18984,1,0
ARPC1B,HGNC:704,3,0
ARR3,HGNC:710,2,0
ARRDC4,HGNC:28087,1,0
ARSJ,HGNC:26286,1,0
ART5,HGNC:24049,2,0
ASAP2,HGNC:2721,1,0
ASAP3,HGNC:14987,2,0
ASB10,HGNC:17185,8,0
ASB11,HGNC:17186,2,0
ASCC1,HGNC:24268,6,0
ASIC3,HGNC:101,2,0
ASIC4,HGNC:21263,2,0
ASMT,HGNC:750,1,0
